Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Limit	Format	Text
Chi no Juin	DR1	chi_juin	Quick-Play Spell					1		Puedes sacrificar 1 carta de "Kimimaro" que controles en el campo. Invoca de forma especial, desde tu mazo o mano, a "Cursed Mark Kimimaro #1". Si lo haces desde tu mazo, mezclalo posteriormente
Jirobo no Juin	DR1	jirobo_juin	Quick-Play Spell					1		Puedes sacrificar 1 carta de "Jirobo" que controles en el campo. Invoca de forma especial, desde tu mazo o mano, a "Cursed Mark Jirobo #1". Si lo haces desde tu mazo, mezclalo posteriormente
Kidomaru no Juin	DR1	kidomaru_juin	Quick-Play Spell					1		Puedes sacrificar 1 carta de "Kidomaru" que controles en el campo. Invoca de forma especial, desde tu mazo o mano, a "Cursed Mark Kidomaru #1". Si lo haces desde tu mazo, mezclalo posteriormente
Tayuya no Juin	DR1	tayuya_juin	Quick-Play Spell					1		Puedes sacrificar 1 carta de "Tayuya" que controles en el campo. Invoca de forma especial, desde tu mazo o mano, a "Cursed Mark Tayuya #1". Si lo haces desde tu mazo, mezclalo posteriormente
Sakon/Ukon no Juin	DR1	sakon_juin	Quick-Play Spell					1		Puedes sacrificar 1 carta de "Sakon y Ukon" que controles en el campo. Invoca de forma especial, desde tu mazo o mano, a "Cursed Mark Sakon y Ukon #1". Si lo haces desde tu mazo, mezclalo posteriormente
Deshacer la Invocacion	DR1	deshacer_la_invocacion	Quick-Play Spell					2		Activa esta carta cuando "Tayuya" es declarada como objetivo del ataque de "Doki". Niega el ataque, y si lo haces, regresa la carta "Doki" al fondo de tu mazo
Doton: Doroku Gaeshi	DR1	doto_doroku_gaeshi	Normal Trap					3		Debes controlar a "Jirobo" para activar esta carta. Cuando "Jirobo" es declarado como objetivo del ataque de un ninja que tu oponente controla, reduce el daño a 0
Doton Kekkai: Doro Domu	DR1	doton_kekkai_doro_domu	Continuous Trap					2		Debes controlar a "Jirobo" para activar esta carta. Los ninja (y no ninja nivel 4 o inferior) en el campo de tu oponente no podran atacar, abandonar el campo, activar efectos ni ser atacados. Las cartas invocadas en turnos posteriores a la activacion de esta carta no seran afectadas. Incrementa tus LP en 500 puntos por cada ninja y no-ninja afectados por esta carta. Si "Jirobo" abandona el campo, destruye esta carta
Habataku Chidori	DR1	habataku_chidori	Equip Spell					2		Equipa con esta carta unicamente a "Cursed Mark Sasuke #2". Incrementa su ATK en 1700 puntos. Cuando "Cursed Mark Sasuke #2" ataca a un ninja que el oponente controle (sin importar su posicion de batalla), inflige daño directo a los Life Points de tu oponente equivalente al ATK total de "Cursed Mark Sasuke #2". Al final de tu Battle Phase, destruye esta carta
Invitacion del Sonido	DR1	invitaciondelsonido	Continuous Spell					1		Envia 1 carta de "Los Cuatro del Sonido" de tu campo al Cementerio para activar esta carta. Una veze por turno, durante tu Main Phase, puedes invocar de modo especial en el campo, desde tu mano, 1 carta de "Jirobo", "Kidomaru", "Tayuya", o "Sakon y Ukon"
Karamatsu no Mai	DR1	karamatsu_no_mai	Normal Trap					1		Debes controlar a "Kimimaro" para activar esta carta. Si "Kimimaro" es declarado como objetivo para un ataque de una carta del oponente, niega el ataque, y si lo haces, inflige daño directo a los Life Points del oponente igual a la diferencia entre los puntos de ATK de "Kimimaro" y del ninja atacante
Kisei Kikai no Jutsu	DR1	kisei_kikai_no_jutsu	Continuous Trap					1		Debes controlar a "Cursed Mark Sakon y Ukon #2" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controle. En cara una de las Standby Phases de ambos jugadores perderá 300 puntos de ATK y DEF. "Cursed Mark Sakon y Ukon #2" no podra atacar ni ser seleccionado como objetivo de ataques del oponente. Si la carta de ninja del oponente fuera a ser destruida, destruye esta carta
Kumo Mayu	DR1	kumo_mayu	Continuous Trap					3		Debes controlar a "Kidomaru" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controle. Reduce su ATK a la mitad. La carta seleccionada no podrá atacar, abandonar el campo (por sacrificio o por efectos de otras cartas), o activar efectos. Las cartas magicas/trampa que involucran a esa carta no pueden ser activadas. Si la carta de ninja es destruida, envia esta carta al Cementerio
Kumo Sokei	DR1	kumo_sokei	Normal Trap					3		Debes controlar a "Kidomaru" para activar esta carta. Puedes activar esta carta boca abajo en el campo unicamente cuando tu oponente roba 1 carta de la parte superior de su mazo. Tu oponente debe revelar la carta robada. Si la carta es una carta de ninja de nivel 4 o inferior, debe invocarla boca arriba en el campo. Si la carta es una carta de ninja de nivel 5 o superior, o una carta magica/trampa, no se aplicara ningun efecto
Kumosokai	DR1	kumosokai	Continuous Trap					3		Debes controlar a "Kidomaru" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controle. No podra atacar o cambiar su posicion de batalla mientras esta carta permanezca activa en el campo
Makyo no Ran	DR1	makyo_no_ran	Normal Trap					3		Debes controlar a "Cursed Mark Tayuya #1" y a "Doki" para activar esta carta. Selecciona 1 carta de ninja que el oponente controle. El ninja seleccionado pierde 700 puntos de ATK
Mateki: Genbuso Kyoku	DR1	mateki_genbuso_kyoku	Continuous Spell					1		Debes controlar a "Cursed Mark Tayuya #1" y a "Doki" para activar esta carta. Mientras esta carta permanezca activa en el campo, la carta "Doki" podra ser utilizada para declarar ataques. En adicion, puedes regresar la carta "Makyo no Ran" a tu mano en vez de enviarla al Cementerio
Mateki: Mugen Onsa	DR1	mugen_onsa	Continuous Trap					3		Debes controlar a "Cursed Mark Tayuya #1" para activar esta carta. Mientras esta carta permanezca activa en el campo, las cartas de ninja que el oponente controle no podran atacar. Tu oponente cambia todas sus cartas de ninja a la posicion de defensa. En adicion, todas las cartas de ninja pierden 200 puntos de DEF en cada turno
Nenkin no Yoroi	DR1	nenkin_no_yoroi	Quick-Play Spell					3		Debes controlar a "Kidomaru" para activar esta carta. Cuando "Kidomaru" es declarado como objetivo del ataque de un ninja que tu oponente controla, reduce el daño a 0
Rakanken	DR1	rakanken	Quick-Play Spell					3		Debes controlar a "Jirobo" para activar esta carta. Durante la Battle Phase del turno de cualquier jugador, incrementa el ATK de "Jirobo" en 500 puntos hasta el final del turno
Kuchiyose: Rashomon	DR1	rashomon	Normal Trap					2		Debes controlar a "Cursed Mark Sakon y Ukon #2" para activar esta carta. Reduce todo el daño de batalla a 0 hasta el final del turno en el que fue activada esta carta
Sawarabi no Mai	DR1	sawarabinomai	Continuous Trap					1		Debes controlar a "Cursed Mark Kimimaro #2" para activar esta carta. Mientras esta carta permanezca activa en el campo, "Cursed Mark Kimimaro #2" no podra ser declarado como objetivo del ataque de una carta que el oponente controle. Destruye todas las cartas de ninja que el oponente controla. Si "Cursed Mark Kimimaro #2" es destruido por el efecto de una carta magica/trampa del oponente, destruye esta carta
Shikokumujin	DR1	shikokumujin	Continuous Spell					1		Debes controlar a "Los Cuatro del Sonido" para activar esta carta. Debes pagar 1000 Life Points. Destierra 1 carta de "Uchiha Sasuke" que se encuentre en tu mano o en el campo. Pasados 10 turnos, puedes robar 1 carta de "Cursed Mark Sasuke #2" de tu mazo y añadirla a tu mano. Mezcla el mazo. Envia esta carta al Cementerio para invocar de forma especial a la carta de "Uchiha Sasuke" que fue desterrada por el efecto de esta carta
Teshi Sendan	DR1	teshi_sendan	Quick-Play Spell					3		Debes controlar a "Kimimaro" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controle. Inflige daño directo a los Life Points de tu oponente igual a la mitad de los puntos de DEF del ninja seleccionado. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Tessenka no Mai: Hana	DR1	tessenka_no_mai_hana	Equip Spell					1		Equipa con esta carta unicamente a "Cursed Mark Kimimaro #2". Incrementa su ATK en 700 puntos. Mientras esta carta siga equipada, puedes aplicar el siguiente efecto: Cuando "Cursed Mark Kimimaro #2" ataque a una carta de ninja en posicion de defensa, inflige daño directo a los Life Points del oponente igual al ATK original de "Cursed Mark Kimimaro #2"
Tessenka no Mai: Tsuru	DR1	tessenka_no_mai_tsuru	Equip Spell					1		Equipa con esta carta unicamente a "Cursed Mark Kimimaro #2". Mientras esta carta siga equipada, puedes aplicar el siguiente efecto: Cuando "Cursed Mark Kimimaro #2" ataque a una carta de ninja (sin importar su posicion) el ninja atacado no podra declarar ataques o cambiar su posicion de batalla
Tsubaki no Mai	DR1	tsubaki_no_mai	Equip Spell					1		Debes controlar a "Kimimaro" para activar esta carta. Incrementa el ATK de "Kimimaro" en 400 puntos. Mientras esta carta continue equipada, "Kimimaro" podra atacar multiples veces hasta el final de la Battle Phase de tu turno (no podra atacar directamente a los Life Points del oponente)
Yanagi no Mai	DR1	yanagi_no_mai	Quick-Play Spell					1		Incrementa los puntos de ATK de "Kimimaro" en 600 puntos hasta el final del turno en el que fue activada esta carta. Si "Kimimaro" ataca a una carta de ninja en posicion de defensa, inflige la diferencia de daño a los Life Points del oponente
Cursed Mark Jirobo #1	DR1	cursed_jirobo1	Cursed Seal Shinobi/Efecto	Earth	6	2300	2600	2		Esta carta no puede ser invocada de modo normal. Debe ser invocada de modo especial por el efecto de "Jirobo no Juin". Durante la Battle Phase de tu turno, incrementa el ATK de esta carta en 900 puntos hasta el final del turno
Cursed Mark Jirobo #2	DR1	cursed_jirobo2	Cursed Seal Shinobi/Efecto	Earth	7	2800	2900	1		Debes invocar esta carta de modo especial sacrificando a "Cursed Mark Jirobo #1". Durante la Battle Phase de tu turno, duplica el ATK de esta carta hasta el final del turno
Cursed Mark Kidomaru #1	DR1	cursed_kidomaru1	Cursed Seal Shinobi/Efecto	Earth	6	1900	2000	2		Esta carta no puede ser invocada de modo normal. Debe ser invocada de modo especial por el efecto de "Kidomaru no Juin". Cuando esta carta es invocada con exito, puedes añadir 1 "Kuchiyose no Jutsu" de tu mazo a tu mano. Mezcla el mazo
Cursed Mark Kidomaru #2	DR1	cursed_kidomaru2	Cursed Seal Shinobi/Efecto	Earth	7	2200	2100	1		Debes invocar esta carta de modo especial sacrificando a "Cursed Mark Kidomaru #1". Una vez por turno, esta carta no puede ser declarada como objetivo del ataque de una carta del oponente
Cursed Mark Kimimaro #1	DR1	cursed_kimimaro1	Cursed Seal Shinobi/Efecto	Dark	7	2500	2800	2		Esta carta no puede ser invocada de modo normal. Debe ser invocada de modo especial por el efecto de "Chi no Juin". Una vez por turno, puedes añadir a tu mano, desde tu mazo o Cementerio, 1 carta cuyo efecto contenga "Kimimaro" impreso en él. Luego mezcla el mazo
Cursed Mark Kimimaro #2	DR1	cursed_kimimaro2	Cursed Seal Shinobi/Efecto	Dark	7	2900	3100	1		Debes invocar esta carta de modo especial sacrificando a "Cursed Mark Kimimaro #1". Una vez por turno, puedes añadir a tu mano, desde tu mazo o Cementerio, 1 carta cuyo efecto contenga "Cursed Mark Kimimaro #2" impreso en él. Luego mezcla el mazo
Cursed Mark Sakon y Ukon #1	DR1	sakonukoncurse1	Cursed Seal Shinobi/Efecto	Dark	6	1800	1900	2		Esta carta no puede ser invocada de modo normal. Debe ser invocada de modo especial por el efecto de "Sakon/Ukon no Juin". Una vez por turno, cualquier daño de batalla infligido a esta carta es reducido a 0. Durante la Battle Phase de tu turno, duplica el ATK de esta carta
Cursed Mark Sakon y Ukon #2	DR1	cursed_sakon2	Cursed Seal Shinobi/Efecto	Dark	7	2000	2400	1		Debes invocar esta carta de modo especial sacrificando a "Cursed Mark Sakon y Ukon #1". Esta carta no puede ser destruida como resultado de una batalla. Cuando es invocada con exito, puedes añadir 1 "Kisei Kikai no Jutsu" de tu mazo a tu mano. Mezcla el mazo
Cursed Mark Tayuya #1	DR1	cursed_tayuya1	Cursed Seal Shinobi/Efecto	Dark	6	1800	1900	1		Esta carta no puede ser invocada de modo normal. Debe ser invocada de modo especial por el efecto de "Tayuya no Juin". Cuando esta carta es invocada con exito, puedes añadir 1 "Kuchiyose no Jutsu" de tu mazo a tu mano. Mezcla el mazo
Cursed Mark Tayuya #2	DR1	cursed_tayuya2	Cursed Seal Shinobi/Efecto	Dark	7	1950	2300	1		Debes invocar esta carta de modo especial sacrificando a "Cursed Mark tayuya #1". Esta carta no puede ser afectada por cartas magicas/trampa de efecto continuo que el oponente controle
Cursed Mark Sasuke #2	DR1	cursed_sasuke2	Cursed Seal Shinobi/Efecto	Dark	7	2700	2980	1		Debes invocar esta carta de modo especial sacrificando a "Cursed Mark Sasuke #1". Durante cada una de tus Stanby Phases, esta carta pierde 100 puntos de DEF. Una vez por turno, puedes negar el ataque de una carta que el oponente controle, efectuado a esta carta
Doki	DR1	Doki	Oni/Efecto	Dark	7	2600	3000	1		Solo puedes invocar esta carta de modo especial por el efecto de "Kuchiyose no Jutsu". Debes controlar a "Cursed Mark Tayuya #1". Esta carta no puede ser utilizada para declarar ataques. "Cursed Mark Tayuya #1" no puede ser destruida como resultado de una batalla
Kyodaigumo	DR1	kyodaigumo	Kumo/Efecto	Earth	8	3000	4800	1		Solo puedes invocar esta carta de modo especial por el efecto de "Kuchiyose no Jutsu". Debes controlar a "Kidomaru". Una vez por turno, durante tu Main Phase, busca 1 carta de "Amagumo" de tu mazo y añadela a tu mano. Mezcla el mazo
Jirobo	DR1	jirobo	Otogakure Shinobi/Efecto	Earth	6	2000	2400	3		El ATK de las cartas de ninja/no-ninja que ataquen a esta carta es reducido a la mitad. Una vez por turno, puedes añadir 1 carta cuyo efecto contenga "Jirobo" impreso en el. Mezcla el mazo
Kidomaru	DR1	kidomaru	Otogakure Shinobi/Efecto	Earth	6	1700	1800	3		Cuando esta carta es invocada con exito, añade 1 "Nenkin no Yoroi" de tu mazo o Cementerio a tu mano. Si lo haces desde tu mazo, mezclalo posteriormente
Tayuya	DR1	tayuya	Otogakure Shinobi/Efecto	Dark	6	1600	1700	3		selecciona 1 carta de ninja que tu oponente controle. No podra atacar por los siguientes 2 turnos de tu oponente
Sakon y Ukon	DR1	sakon_ukon	Otogakure Shinobi/Efecto	Dark	6	1500	1700	3		Durante la Battle Phase del turno de cualquier jugador, el ATk de esta carta se duplica
Kimimaro	DR1	kimimaro	Otogakure Shinobi/Efecto	Dark	7	2300	2600	3		Solo puedes invocar esta carta de modo especial si "Jirobo", "Kidomaru", "Tayuya", y "Sakon y Ukon" se encuentra en tu lado del campo. Cuando esta carta es declarada como objetivo del ataque de un ninja del oponente, cambiala a modo de Defensa
Simbolo de Otogakure	DR1	simbolo_de_otogakure	Normal Spell					3		Busca en tu mazo 1 carta de ninja tipo "Otogakure" y añadela a tu mano. Mezcla el mazo
Akamaru #2	DR1	akamaru2	Ninken/Efecto	Earth	2	250	550	3		Esta carta no puede ser destruida como resultado de una batalla si controlas a "Inuzuka Kiba". Una vez por turno, durante tu Main Phase, revela 1 carta boca abajo en la Zona de Cartas Magicas/Trampa de tu oponente sin activar su efecto. Regresala a su posicion original
Akimichi Choji lvl 5	DR1	chouji2	Konohagakure Genin/Efecto	Earth	5	1450	1500	3		Cuando esta carta es invocada de modo normal con exito, añade una carta de "Sanshoku no Gan'yaku" de tu mazo a tu mano. Mezcla el mazo
Inuzuka Kiba lvl 5	DR1	inuzukakiba2	Konohagakure Genin/Efecto	Earth	5	1550	1600	3		Una vez por turno, durante tu Main Phase, puedes añadir desde tu mazo a tu mano, cualquier carta cuyo efecto contenga "Inuzuka Kiba" o "Akamaru" impreso en el. Luego mezcla el mazo
Hyuga Neji lvl 5	DR1	neji2	Konohagakure Genin/Efecto	Wind	5	1600	1700	3		Una vez por turno, durante tu Main Phase, puedes añadir desde tu mazo a tu mano, cualquier carta cuyo efecto contenga "Hyuga Neji" impreso en el. Luego mezcla el mazo
Nara Shikamaru Chunin	DR1	shikamaru_chunin	Konohagakure Genin/Efecto	Dark	5	1200	1300	3		Cuando esta carta es invocada con exito, busca en tu mazo 1 carta de "Reclutamiento" y añadela a tu mano. Mezcla el mazo
Kyubi Naruto 1 Cola	DR1	kyubi1cola	Jinchuriki/Efecto	Fire	7	2600	3000	1		Debes invocar esta carta de modo especial por el efecto de "Aura del Kyubi". Esta carta no puede ser destruida como resultado de una batalla. Cualquier diferencia de daño de batalla infligida a los Life Points del controlador de esta carta se reduce en 0
Kyubi Naruto #2	DR1	kyubinaruto2	Jinchuriki/Efecto	Fire	7	2000	2100	1		Debes invocar esta carta de modo especial por el efecto de "Chakra de Kyubi #2". Esta carta no puede ser destruida como resultado de una batalla. Durante la Battle Phase del turno de cualquier jugador, incrementa el ATK de esta carta en 1000 puntos
Sabaku no Gaara lvl 6	DR1	Sabakunogaara2	Sunagakure Genin/Efecto	Earth	6	2100	2500	3		Debes invocar esta carta de forma especial por el efecto de "Aliados de la Arena". Durante tu Main Phase, puedes añadir a tu mano, desde tu mazo o Cementerio, cualquier carta cuyo efecto contenga "Sabaku no Gaara" impreso en el. Luego mezcla el mazo
Sabaku no Kankuro lvl 6	DR1	sabakunokankuro2	Sunagakure Genin/Efecto	Dark	6	1700	2000	3		Debes invocar esta carta de forma especial por el efecto de "Aliados de la Arena". Durante tu Main Phase, puedes añadir a tu mano, desde tu mazo, cualquier carta cuyo efecto contenga "Sabaku no Kankuro" impreso en el. Luego mezcla el mazo
Sabaku no Temari lvl 6	DR1	sabakunotemari2	Sunagakure Genin/Efecto	Wind	6	1800	2300	3		Debes invocar esta carta de forma especial por el efecto de "Aliados de la Arena". Durante tu Main Phase, puedes añadir a tu mano, desde tu mazo o Cementerio, cualquier carta cuyo efecto contenga "Sabaku no Temari" impreso en el. Luego mezcla el mazo
Kuroari	DR1	Kuroari	Marioneta/Efecto	Dark	4	1100	1500	3		Esta carta no puede ser invocada de modo normal. Debe ser invocada de modo especial teniendo a "Sabaku no Kankuro" en tu lado del campo. Si controlas a "Karasu", esta carta recibe 500 puntos de DEF. Si "Sabaku no Kankuro" es destruido, envia esta carta a tu mano
Aliados de la Arena	DR1	Aliadosdelaarena	Quick-Play Spell					1		Puedes activar esta carta cuando tu oponente controla 2 cartas de ninja mas que tu. Invoca de forma especial, desde tu mano, 1 "Sabakku no Gaara #2", "Sabaku no Temari #2", y "Sabaku no Kankuro #2" en el campo. La Battle Phase del turno en el que fue activada esta carta es salteada
Arsenal del Ninja	DR1	arsenal_del_ninja	Normal Spell					3		Busca en tu mazo hasta 3 cartas de "Kunai" y "Sellos Explosivos" y añadelas a tu mano. Mezcla el mazo
Aura del Kyubi	DR1	aura_del_kyubi	Quick-Play Spell					1		Debes controlar a "Kyubi Naruto #2" para activar esta carta. Paga 1000 Life Points. Sacrifica a "Kyubi Naruto #2" en tu campo para invocar de forma especial, desde tu mazo o mano, a "Kyubi Naruto 1 Cola". Si lo haces desde tu mazo, mezclalo posteriormente
Bubun Baika no Jutsu	DR1	bubun_baika_nojutsu	Normal Spell					3		Solo puedes activar esta carta mientras "Sanshoku no Gan'yaku" este activa en el campo con al menos 1 "Contador de Pildora". Incrementa el ATK de "Akimichi Choji" en 500 puntos hasta el final del turno en el que fue activado esta carta. No puedes activar esta carta si controlas 1 "Baika no Jutsu"
Chakra de Kyubi #2	DR1	chakra_kyubi2	Quick-Play Spell					1		Debes controlar a "Uzumaki Naruto" para activar esta carta. Cuando "Uzumaki Naruto" es declarado como objetivo del ataque de un ninja que el oponente controle, niega el ataque. Si lo haces, envia a "Uzumaki Naruto" al Cementerio para invocar de forma especial, desde tu mazo o mano, a "Kyubi Naruto #2". Si lo haces desde tu mazo, mezclalo posteriormente
Cho Baika no Jutsu	DR1	cho_baika_nojutsu	Normal Spell					3		Solo puedes activar esta carta mientras "Sanshoku no Gan'yaku" este activa en el campo con al menos 2 "Contadores de Pildora". Incrementa el ATK de "Akimichi Choji" en 2000 puntos hasta el final del turno en el que fue activado esta carta. No puedes activar esta carta si controlas "Baika no Jutsu"
Chodan Bakugeki	DR1	chodan_bakugeki	Quick-Play Spell					2		Solo puedes activar esta carta mientras "Sanshoku no Gan'yaku" este activa en el campo con 3 "Contadores de Pildora". Incrementa el ATK de "Akimichi Choji" en 4000 puntos. Al final del turno en el que fue activada esta carta, reduce los puntos de ATK y DEF de "Akimichi Choji" a 0. No puedes activar esta carta si controlas 1 "Baika no Jutsu"
Companero Ninken	DR1	companero_ninken	Normal Spell					3		Busca en tu mazo 1 carta de "Akamaru" y añadela a tu mano. Mezcla el mazo
Dai Kamaitachi no Jutsu	DR1	daikamaitachinojutsu	Normal Trap					3		Debes controlar a "Sabaku no Temari #2" para activar esta carta. Niega todos los ataques de cartas de ninja que el oponente controle durante el turno en el que fue activada esta carta
Garoga	DR1	garoga	Quick-Play Spell					3		Debes controlar a "Jinju Konbi Henge: Sotoro" para activar esta carta. Incrementa los puntos de ATK de "Jinju Konbi Henge: Sotoro" en 1000 puntos hasta el final del turno en el que fue activada esta carta
Hakke Hyaku Nijuhachi Sho	DR1	hakke_hyaku_nijuhachi_sho	Quick-Play Spell					3		Debes controlar a "Hyuga Neji" para activar esta carta. Cuando "Hyuga Neji" es declarado como objetivo del ataque de un ninja que tu oponente controla, puedes activar esta carta. Niega el ataque. La carta de ninja atacante no podra activar su efecto. Las cartas magicas/trampa que involucren al ninja atacante no pueden ser activadas por el resto del juego. Destruye todas las cartas magicas/trampa activas que involucren al ninja atacante
Hakkesho Kaiten	DR1	hakkesho_kaiten	Quick-Play Spell					3		Debes controlar a "Hyuga Neji" para activar esta carta. Cuando "Hyuga Neji" es declarado como objetivo del ataque de un ninja que tu oponente controla, puedes activar esta carta. Niega el ataque. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Hikaridama	DR1	hikaridama	Normal Trap					3		Activa esta carta cuando tu oponente declara un ataque. Niega el ataque de todas las cartas del oponente durante el turno en el que fue activada esta carta. En adicion, puedes colocar 1 carta magica/trampa boca abajo en tu lado del campo
Kage-Kubishibari no Jutsu	DR1	kagekubishibarinojutsu	Continuous Trap					2		Debes controlar a "Nara Shikamaru" para activar esta carta. Selecciona 1 carta de ninja de tu oponente que este afectada por "Kagemane no Jutsu". Durante cada una de las Standby Phases de ambos jugadores, el ninja seleccionado perdera 100 puntos de ATK. "Nara Shikamaru" no podra atacar, cambiar su posicion de batalla, o abandonar el campo (excepto si es destruido). Si "Nara Shikamaru" es destruido, destruye esta carta
Kagemane no Jutsu #3	DR1	kagemane3	Continuous Trap					3		Debes controlar a "Nara Shikamaru" para activar esta carta. Solo puedes activar esta carta luego de activar la carta "Hikaridama" y solo cuando tu oponente declara un ataque con una carta 'no-ninja' de nivel 7 o inferior. Niega el ataque, y si lo haces, toma el control de la carta 'no-ninja' atacante
Kuchiyose: Kirikiri Mai	DR1	kirikiri_mai	Quick-Play Spell					2		Debes controlar a "Sabaku no Temari #2" equipada con "Kyodai Sensu" para activar esta carta. Destruye todas las cartas de ninja de nivel 6 o inferior que se encuentren en el lado del campo del oponente
Kurohigi Kiki Ippatsu	DR1	kurohigi_kiki_ippatsu	Continuous Trap					2		Debes controlar a "Sabaku no Kankuro #2", "Karasu", y "Kuroari" para activar esta carta. Selecciona 1 ninja que tu oponente controle. No podra atacar, cambiar su posicion de batalla, o abandonar el campo. Ninguna carta magica/trampa que involucre al ninja seleccionado puede ser activada. Envia a "Karasu" al Cementerio para destruir a la carta de ninja seleccionada. Si lo haces, envia esta carta al Cementerio
Nikudan Hari Sensha	DR1	nikudan_hari_sensha	Equip Spell					3		Solo puedes activar esta carta mientras "Baika no Jutsu" este activa en el campo. Equipa esta carta a "Akimichi Choji" equipado con un "Kunai". Incrementa sus puntos de ATK y DEF en 700 puntos. Si "Baika no Jutsu" abandona el campo, esta carta es destruida. Solo puede haber 1 "Nikudan Hari Sensha" en tu lado del campo
Ocultarse del Peligro #2	DR1	ocultarse_del_peligro2	Continuous Spell					3		Destierra 1 carta de "Nara Shikamaru" de tipo "Chunin" que controles en tu campo. En cualquiera de tus Main Phases, puedes enviar esta carta al Cementerio para regresar 1 carta de "Nara Shikamaru" desterrada por el efecto de esta carta
Planear una Estrategia	DR1	planear_una_estrategia	Normal Spell					2		Busca en tu mazo 1 carta de "Arsenal del Ninja", "Hikaridama", y "Kagemane no Jutsu #2" y añadelas a tu mano. Mezcla el mazo
Reclutamiento	DR1	reclutamiento	Normal Spell					1		Busca en tu mazo 4 cartas de ninja tipo "Konohagakure Genin" con distintos nombres y añadelas a tu mano. Mezcla el mazo
Romper el Genjutsu	DR1	romper_el_genjutsu	Quick-Play Spell					2		Puedes activar esta carta cuando tu oponente activa "Mateki: Mugen Onsa". Selecciona 1 carta de ninja que controles, no podra ser seleccionada por el efecto de "Mateki: Mugen Onsa"
Ryusa Bakuryu	DR1	ryusa_bakuryu	Continuous Trap					2		Debes controlar a "Sabaku no Gaara #2" para activar esta carta. Destruye todas las cartas magicas/trampa que tu oponente controla. Ninguna carta de ninja en el campo de tu oponente puede atacar, cambiar su posicion de batalla o retirarse del campo mientras esta carta permanezca activa en el campo. En adicion, puedes enviar esta carta del campo al Cementerio para añadir 1 "Sabaku Taiso" de tu mazo a tu mano. Mezcla el mazo
Sabaku Taiso	DR1	sabaku_taiso	Normal Trap					2		Debes controlar a "Sabaku no Gaara #2" para activar esta carta. Destruye todas las cartas de Ninja en el lado del campo del oponente. Envia todas las cartas magicas/trampa de tu mano al Cementerio
Sanshoku no Gan'yaku	DR1	sanshoku_no_ganyaku	Continuous Spell					1		Debes controlar a "Akimichi Choji" para activar esta carta. Durante la Standby Phase de tu turno, puedes ofrecer la mitad de tus Life Points: coloca 1 "Contador de Pildora". Incrementa el ATK de "Akimichi Choji" en 800 puntos por cada "Contador de Pildora" sobre esta carta. Solo puedes activar este efecto 3 veces. Si "Akimichi Choji" es destruido, remueve todos los contadores colocados sobre esta carta
Shukaku no Tate	DR1	shukaku_no_tate	Normal Trap					2		Activa esta carta cuando "Sabaku no Gaara #2" es declarado como objetivo del ataque de una carta que tu oponente controla. Reduce todo el daño de batalla a 0 hasta el final del turno en el que fue activada esta carta. Debes desterrar todas las cartas magicas/trampa de tu Cementerio
Suiken	DR1	suiken	Continuous Spell					1		Debes controlar a "Rock Lee" para activar esta carta. "Rock Lee" no podra ser destruido como resultado de una batalla. En el comienzo de tu Battle Phase, lanza 1 dado de 6 caras. Trata la Zona de Cartas de Ninja de tu oponente como los numeros 1-5 contando desde tu izquierda y ataca al ninja en la misma Zona que el resultado. Si el resultado es 6, ataca al ninja de la izquierda de tu Zona. "Rock Lee" no podra atacar a los LP del oponente
Suna Shigure	DR1	suna_shigure	Normal Trap					2		Debes controlar a "Sabaku no Gaara #2" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controle. No podra atacar durante el turno en el que fue activada esta carta. En adicion, puedes añadir una carta de "Sabaku Kyu" de tu mazo a tu mano. Mezcla el mazo
Yoko Rasengan	DR1	yoko_rasengan	Quick-Play Spell					2		Debes controlar a "Kyubi Naruto 1 Cola" para activar esta carta. Incrementa el ATK de "Kyubi Naruto 1 Cola" en 2000 puntos hasta el final del turno en el que fue activado esta carta
Jinju Konbi Henge: Sotoro	DR1	sotoro	Ninken/Fusion/Efecto	Earth	7	2800	3500	3		"Inuzuka Kiba" + "Akamaru". "Inuzuka Kiba" y "Akamaru" deben estar equipados con "Shikyaku no Jutsu" y "Jujin Bunshin". Si esta carta es destruida como resultado de una batalla, regresa a "Inuzuka Kiba" y "Akamaru" al campo	 
Los Cuatro del Sonido #2	DR1	cuatro_del_sonido	Otogakure Shinobi/Efecto	Dark	4	1950	2200	3		Solo puedes invocar esta carta si no controlas cartas de "Jirobo", "Kidomaru", "Tayuya" o "Sakon y Ukon". Cuando esta carta es invocada con exito, puedes añadir 1 carta de "Invitacion del Sonido" de tu mazo a tu mano. Mezcla el mazo
Hatake Kakashi #2	DR1	hatake_kakashi2	Konohagakure Jonin/Efecto	Earth	4	1900	2200	3		Cuando esta carta boca arriba es declarada como objetivo del ataque de una carta que tu oponente controla, niega el ataque. Si lo haces, regresala a tu mano
